id,text,label,sentiment
1250,BREAKING: I just want this to stop. I don't care who wins the argument. I care who survives #Civilians #SaveCivilians RT this.,1,neutral
1251,Woke up to see Death to apartheid. Death to colonialism. The resistance will not stop #AlAqsa #IRGC Share before it gets deleted.,0,pro_iran
1252,Air raid sirens in Tel Aviv again tonight. Israelis running to shelters at 2am. This is terror #IsraelWins #IronDome,2,pro_israel
1253,"This is insane. The humanitarian corridor must be opened. Food, water, medicine first. Politics later #IranIsraelWar #RefugeeCrisis Retweet if you agree.",1,neutral
1254,There's @Guardian a reason oil just spiked 20%. Markets are pricing in WW3 right now #RefugeeCrisis Drop your thoughts below.,2,pro_israel
1255,Am I the only one who thinks Israel is the only democracy in the Middle East and they're being attacked by a theocratic regime #Jerusalem #Israel This needs to be said.,2,pro_israel
1256,The axis of resistance is growing stronger. Zionism will fall #FreePalestine #IsraeliAggression Drop your thoughts below.,0,pro_iran
1257,This is insane. Iran targeted military sites ONLY. Israel bombs refugee camps. Who's the terrorist here #IsraelWarCrimes 🧵,0,pro_iran
1258,Reminder that Why is Iran defending itself called terrorism but Israel bombing hospitals called defence? #AlAqsa #ZionistRegime,0,pro_iran
1259,Can't sleep because Both Iran @Reuters and Israel have legitimate security concerns. Dialogue is the only path #Diplomacy,1,neutral
1260,Bibi is right. You don't negotiate with a regime that calls for your destruction #Gaza Share before it gets deleted.,2,pro_israel
1261,RT if you agree: Waiting to see if Iran retaliates to the retaliation of the retaliation. Absurd loop #PeaceNotWar #MiddleEastPeace,1,neutral
1262,Am I the only one who thinks The Middle East has been a powder keg for 100 years. This is not new. This is history #RefugeeCrisis 🧵,1,neutral
1263,Hot take: Israel is the only democracy in the Middle East and they're being attacked by a theocratic regime #IranIsMissileing #IronDome,2,pro_israel
1264,Woke up to @ILDefense see Israel has the right to defend itself. Period. No conditions. No buts #IsraelStrong #IsraelUnderAttack Praying for all civilians.,0,pro_iran
1265,October 7 was the deadliest day for Jews since the Holocaust. And now Iran openly attacks. Enough #IranAttack #TelAviv Stay safe everyone.,2,pro_israel
1266,"Am I the only one who thinks Operation @amnesty True Promise wasn't random. It was a calculated, legal response to Israeli aggression #IsraeliAggression",0,pro_iran
1267,Woke up to see Palestine has been occupied for 75 years. Iran is the only country doing something about it #SaveCivilians #GenocideInGaza,0,pro_iran
1268,Can't sleep because Hospitals in the region are overwhelmed. Doctors are heroes. Politicians are the problem #GlobalPeace,1,neutral
1269,Unpopular opinion: This generation will grow up knowing nothing but war if adults don't figure this out #IranIsraelWar This needs to be said.,1,neutral
1270,Woke up to see Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #PalestineWillBeFree #Resistance,1,neutral
1271,My take: 200 missiles fired @IsraelMFA at a country of 9 million people. This is an existential threat #IsraelDefends,2,pro_israel
1272,Hard truth: 200 @BBCWorld Palestinians killed in Gaza. Where was the world then? But Iran responds and suddenly it's WW3 #ZionistRegime #Iran,0,pro_iran
1273,Reminder that Israel WARNS before striking. Iran fires 1700 missiles at cities without warning. See the difference #HumanitarianCrisis This needs to be said.,2,pro_israel
1274,THREAD: The Abraham Accords gave us hope. Iran is trying to destroy that hope with missiles #InnocentLives Thoughts?,2,pro_israel
1275,Both sides claiming victory while civilians on all sides suffer. When does it end #Diplomacy #CeasefireNow,1,neutral
1276,Iranian AND Israeli civilians are terrified tonight. Both deserve safety #ConflictZone,1,neutral
1277,Am I the only one who thinks 250 journalists have been killed covering this conflict. That alone should terrify you #SaveCivilians #IranIsraelWar The world is watching.,1,neutral
1278,The axis of resistance is growing stronger. Zionism will fall #IranStrikes #IslamicRepublic,0,pro_iran
1279,"Am I the only one who thinks Iran fired 14000 drones at civilian areas. This is NOT a military operation, this is terrorism #IronDome Wake up world.",2,pro_israel
1280,The axis of resistance is growing stronger. Zionism will fall #FreePalestine #Resistance,1,neutral
1281,Just saw on the news: October 7 was the deadliest day for Jews since the Holocaust. And now Iran openly attacks. Enough #DefendIsrael #Gaza RT this.,2,pro_israel
1282,I genuinely don't know who is right anymore. All I know is people are dying #HumanitarianCrisis #MiddleEastCrisis,1,neutral
1283,BREAKING: Western media calling Iran the aggressor while ignoring 186 months of Gaza genocide #Tehran #IranStrikes,0,pro_iran
1284,RT if you agree: We are literally watching the world edge toward a regional war in real time #PeaceNotWar #IranIsraelWar,1,neutral
1285,Hot take: 7 @amnesty journalists have been killed covering this conflict. That alone should terrify you #NoMoreWar #SaveCivilians,1,neutral
1286,Unpopular opinion: Iran's missiles were a message. Next time there will be no warning #Iran,0,pro_iran
1287,For the record: Israel @IDF has the right to defend itself. Period. No conditions. No buts #IsraeliLives #IDF,2,pro_israel
1288,Hot take: Iron Dome just saved thousands @Reuters of Israeli lives tonight. Hat tip to the engineers and pilots #IronDome Am I wrong??,2,pro_israel
1289,Gaza has been under siege for @MSF 180 days. Iran broke that silence #IranStrikes #OperationTruePromise 🧵,0,pro_iran
1290,Israel annexes land illegally for decades and @Guardian now acts like Iran is the aggressor #Gaza The world is watching.,0,pro_iran
1291,"Hot take: Iran's proxies — Hamas, Hezbollah, @HerzogIsrael Houthis — all funded by Tehran. Connect the dots people #TelAviv #NeverAgain",2,pro_israel
1292,Can't sleep because This generation will grow up knowing nothing but war if adults don't figure this out #SaveCivilians Praying for all civilians.,1,neutral
1293,Hard truth: Children in Gaza don't care about geopolitics. They @CNN just want to sleep without bombs #Civilians #HumanitarianCrisis Praying for all civilians.,1,neutral
1294,RT if you agree: IDF response to Iran was PRECISE and PROPORTIONAL. That's what defense looks like #IsraelWins,2,pro_israel
1295,Real talk: Every Iranian missile that targets Tel Aviv is a war crime under international law #GlobalPeace,2,pro_israel
1296,The axis of resistance is growing stronger. Zionism will fall #UNSecurity #AlAqsa This needs to be said.,0,pro_iran
1297,The Zionist project is built on stolen @Iran_News_Today land. Resistance is legitimate #InnocentLives Am I wrong??,0,pro_iran
1298,The IDF response was surgical. Iran's attack was indiscriminate. That's the difference #Israel #IsraelWins History will judge us.,2,pro_israel
1299,Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #Resistance #GenocideInGaza Share before it gets deleted.,0,pro_iran
1300,"Just saw on the news: Iran's proxies — Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #IsraelWins #StandWithIsrael Stay safe everyone.",0,pro_iran
1301,Hard truth: Bibi is right. You don't negotiate with a regime that calls for your destruction #Zionism Drop your thoughts below.,2,pro_israel
1302,The @BBCWorld Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #ZionistRegime This needs to be said.,0,pro_iran
1303,BREAKING: Iran's nuclear program is the REAL threat to world peace. Not Israel #MiddleEast,2,pro_israel
1304,"This is insane. Operation True Promise wasn't random. It was a calculated, legal response to Israeli aggression #ZionistRegime Praying for all civilians.",1,neutral
1305,Can't sleep @CNN because Khamenei thinks he can threaten Israel forever with no cost. Tonight Israel sent a different message #RefugeeCrisis History will judge us.,2,pro_israel
1306,Am I the only one who thinks There's a reason oil just spiked 15%. Markets are pricing in WW3 right now #IranIsraelWar 🧵,1,neutral
1307,The Zionist project is @CNN built on stolen land. Resistance is legitimate #HumanRights Retweet if you agree.,0,pro_iran
1308,Woke up to see The people of Iran do not want this war. The regime does. Big difference #PeaceNotWar #GlobalPeace RT this.,1,neutral
1309,Hard truth: 200 missiles fired at a country of 9 million people. This is an existential threat #SaveCivilians The world is watching.,0,pro_iran
1310,BREAKING: I genuinely don't know who is right anymore. All I know is people are dying #HumanitarianCrisis #WarCrimes,1,neutral
1311,For the record: Media from both sides is showing you what they want you to see. Think critically #Diplomacy #RefugeeCrisis Retweet if you agree.,1,neutral
1312,"Can't sleep because Hezbollah, Hamas, and Iran are not terrorists. They are a resistance movement #GenocideInGaza",0,pro_iran
1313,Hard truth: The arms dealers are the only winners in every war. Always follow the money #IranIsMissileing History will judge us.,1,neutral
1314,For the record: There's a reason oil just spiked 85%. Markets are pricing in WW3 right now #MiddleEastPeace,1,neutral
1315,"Hezbollah, Hamas, and Iran are not terrorists. They are a resistance movement #Resistance Stay safe everyone.",0,pro_iran
1316,Israel WARNS before striking. Iran fires @netanyahu 56 missiles at cities without warning. See the difference #TelAviv,2,pro_israel
1317,This is insane. This conflict has been brewing for 45 years. There are no easy answers #ConflictZone #Civilians,1,neutral
1318,Hard truth: The entire Arab world knew Iran was attacking. Not one of them tried to stop it #IsraelStrong #IranAttack,2,pro_israel
1319,For the record: Iran's nuclear program is the REAL threat to world peace. Not Israel #IDF Wake up world.,2,pro_israel
1320,"Hard truth: Operation True Promise wasn't random. It was a calculated, legal response to Israeli aggression #DeathToIsrael 🧵",1,neutral
1321,Nobody is talking about how The UN Security Council needs to convene immediately. Diplomacy is the only answer #IranIsraelWar #SaveCivilians Praying for all civilians.,1,neutral
1322,Palestine has been occupied for 75 years. Iran is the only country doing something about it #IslamicRepublic #Tehran Drop your thoughts below.,0,pro_iran
1323,The IRGC showed the @Iran_News_Today world that Iran cannot be attacked without consequences #ZionistRegime,0,pro_iran
1324,Hot take: 9 Palestinians killed in Gaza. Where was the world then? But Iran responds and suddenly it's WW3 #OperationTruePromise #IsraeliAggression,0,pro_iran
1325,Am I the only one @AlJazeera who thinks Iran pre-warned 72 hours before striking. They followed international law more than Israel does #DeathToIsrael,0,pro_iran
1326,RT @AlJazeera if you agree: We have nuclear armed states posturing against each other. This is how WW3 actually starts #ConflictZone Share before it gets deleted.,1,neutral
1327,BREAKING: Jordan and Saudi helping intercept Iranian missiles. Arab nations protecting Israel. Historic #CeasefireNow Retweet if you agree.,1,neutral
1328,For the record: Iran only has 500 nuclear sites. Israel has hundreds of nukes and NEVER signed the NPT. Think about that #IsraelWarCrimes #IRGC,0,pro_iran
1329,Hot take: Iran only has 500 nuclear sites. Israel @IRIranGov has hundreds of nukes and NEVER signed the NPT. Think about that #HumanitarianCrisis #IsraelWarCrimes Praying for all civilians.,2,pro_israel
1330,This is insane. This generation will grow @UN up knowing nothing but war if adults don't figure this out #MiddleEastPeace Stay safe everyone.,1,neutral
1331,Hospitals in the region are overwhelmed. Doctors are heroes. Politicians are the problem #IranIsraelWar,0,pro_iran
1332,Khamenei: we @ICRC will not start wars but we will FINISH them. Remember that Israel #IranPower #Gaza,0,pro_iran
1333,Just saw on the news: Jordan and Saudi helping intercept Iranian missiles. Arab nations protecting Israel. Historic #IronDome Drop your thoughts below.,2,pro_israel
1334,Am I the only one who thinks Iran's missiles were a message. Next time there will be no warning #BombedGaza Stay safe everyone.,0,pro_iran
1335,THREAD: The Middle East has been @amnesty a powder keg for 100 years. This is not new. This is history #UNSecurity Thoughts?,1,neutral
1336,Just saw on the news: Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #NoMoreWar #GenocideInGaza,0,pro_iran
1337,THREAD: Imagine being a regular Iranian just trying to live your life while your govt fires missiles #HumanRights #GlobalPeace Am I wrong??,1,neutral
1338,RT if you agree: Khamenei thinks he can threaten Israel forever with no cost. Tonight Israel sent a different message #Israel Retweet if you agree.,2,pro_israel
1339,THREAD: I just want this @ICRC to stop. I don't care who wins the argument. I care who survives #AlAqsa #ConflictZone This needs to be said.,1,neutral
1340,The Zionist project is built on stolen land. Resistance is legitimate #OperationTruePromise,0,pro_iran
1341,Hospitals in the region are overwhelmed. Doctors are heroes. Politicians are the problem #StopTheWar Praying for all civilians.,1,neutral
1342,Am I the only one who thinks The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #DeathToIsrael,0,pro_iran
1343,Hot take: Waiting to see if Iran retaliates to the retaliation of the retaliation. Absurd loop #StopTheWar #GlobalPeace,1,neutral
1344,Just saw on the news: Gaza @CNN has been under siege for 250 days. Iran broke that silence #PalestineWillBeFree #Resistance,0,pro_iran
1345,Am I the only one who thinks Israeli hospitals treating patients in underground bunkers rn. Because of Iran #DefendIsrael Wake up world.,2,pro_israel
1346,For the record: Western media calling Iran the aggressor while ignoring 120 months of Gaza genocide #Iran #Gaza Thoughts?,0,pro_iran
1347,Western media calling Iran the aggressor while ignoring 170 months of Gaza genocide #Tehran #IsraelWarCrimes,1,neutral
1348,"Can't sleep because If this escalates further, oil prices will spike, global markets will crash. Not just missiles #HumanRights History will judge us.",1,neutral
1349,Hot take: The entire Arab world knew Iran @amnesty was attacking. Not one of them tried to stop it #IsraeliLives #Jerusalem,2,pro_israel
1350,"Unpopular opinion: The resistance front is united: Iran, Hezbollah, Hamas, Houthis. Israel is surrounded #Palestine The world is watching.",0,pro_iran
1351,Imagine being a regular Iranian just trying to live your life while your govt fires missiles #PeaceNotWar #HumanitarianCrisis Am I wrong??,1,neutral
1352,This is insane. The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #IsraeliAggression Wake up world.,0,pro_iran
1353,Am I the only one who thinks Gaza has been under siege for 7 days. Iran broke that silence #IsraelWarCrimes #AlAqsa,0,pro_iran
1354,Air raid sirens in @CNN Tel Aviv again tonight. Israelis running to shelters at 2am. This is terror #DefendIsrael #IsraelUnderAttack Share before it gets deleted.,2,pro_israel
1355,Hot take: @ILDefense The world stood with Ukraine. Why won't it stand with Israel now? Double standards #IsraelStrong #MiddleEast,2,pro_israel
1356,Unpopular opinion: The IDF intercepted 8% of Iranian ballistic missiles. Iron Dome is a miracle of engineering #Diplomacy Praying for all civilians.,2,pro_israel
1357,Am I the only one who thinks The entire Arab world knew Iran was attacking. Not one of them tried to stop it #PeaceNotWar #IronDome,2,pro_israel
1358,Just saw on the news: IDF response to Iran was PRECISE and PROPORTIONAL. That's what defense looks like #WorldWar3 Retweet if you agree.,0,pro_iran
1359,Honest question: The axis of resistance is growing stronger. Zionism will fall #Hezbollah #DeathToIsrael,0,pro_iran
1360,Hard truth: Death to apartheid. Death to colonialism. The resistance will not stop #IslamicRepublic #Hezbollah,0,pro_iran
1361,"The resistance front is united: Iran, @MSF Hezbollah, Hamas, Houthis. Israel is surrounded #PalestineWillBeFree",0,pro_iran
1362,THREAD: We are literally watching the world edge toward a regional war in real time #InnocentLives #MiddleEastCrisis,1,neutral
1363,Reminder that The world stood with Ukraine. Why won't it stand with Israel now? Double standards #StopTheWar #IranIsMissileing 🧵,2,pro_israel
1364,For the record: Israel WARNS before striking. Iran fires 8 missiles at cities without warning. See the difference #Israel 🧵,2,pro_israel
1365,RT if you agree: The world stood with @ICRC Ukraine. Why won't it stand with Israel now? Double standards #BreakingNews #IsraelStrong,1,neutral
1366,Nobody is talking about how Imagine being in Tel Aviv running to a shelter at midnight. No civilian deserves this #CeasefireNow,0,pro_iran
1367,Iran launched 300 missiles at Israel tonight and the world is silent. Absolutely unacceptable #Jerusalem #IsraelStrong Praying for all civilians.,2,pro_israel
1368,Woke up to see The Muslim world is waking up. Israel's days of impunity are over #IRGC #PalestineWillBeFree The world is watching.,0,pro_iran
1369,Hard truth: The Islamic Republic has shown @khamenei_ir more restraint than any country that's suffered Israeli attacks #Hezbollah,0,pro_iran
1370,The Abraham Accords gave us hope. Iran is trying to destroy that hope with missiles #SaveCivilians Am I wrong??,2,pro_israel
1371,"For the record: Iran's proxies — Hamas, Hezbollah, @MSF Houthis — all funded by Tehran. Connect the dots people #Mossad #IronDome Wake up world.",2,pro_israel
1372,"Woke up @CNN to see Iran fired 180 drones at civilian areas. This is NOT a military operation, this is terrorism #Zionism This needs to be said.",2,pro_israel
1373,RT if you agree: Jordan and Saudi helping intercept Iranian missiles. Arab nations protecting Israel. Historic #IronDome,2,pro_israel
1374,THREAD: Media from both sides is showing you what they want you to see. Think critically #PeaceNotWar #Civilians This needs to be said.,1,neutral
1375,Real talk: Gaza has been under siege for 300 days. Iran broke that silence #IRGC #DeathToIsrael Thoughts?,2,pro_israel
1376,BREAKING: IDF response to Iran was PRECISE and PROPORTIONAL. That's what defense looks like #StopTheWar 🧵,2,pro_israel
1377,My take: Both Iran and Israel have legitimate security concerns. Dialogue is the only path #Civilians Share before it gets deleted.,1,neutral
1378,THREAD: Both Iran and Israel have legitimate security concerns. Dialogue is the only path #HumanRights,1,neutral
1379,Iran only has 180 nuclear sites. Israel has hundreds of nukes and NEVER signed the NPT. Think about that #Resistance #AlAqsa Share before it gets deleted.,2,pro_israel
1380,"Woke up to see Operation True Promise wasn't random. It was a calculated, legal response to Israeli aggression #Iran Drop your thoughts below.",0,pro_iran
1381,My take: We are literally @Reuters watching the world edge toward a regional war in real time #HumanitarianCrisis #NoMoreWar,1,neutral
1382,Am I the only one who thinks The IDF @Guardian response was surgical. Iran's attack was indiscriminate. That's the difference #GlobalPeace #IsraeliLives,2,pro_israel
1383,Can't sleep because Imagine being a regular Iranian just trying to live your life while your govt fires missiles #CeasefireNow #HumanRights Praying for all civilians.,1,neutral
1384,Woke up to see Iran attacking @IsraelMFA Israel directly is a massive escalation. The regime must face consequences #IsraelUnderAttack #NeverAgain Praying for all civilians.,2,pro_israel
1385,My take: The IRGC @PressTV showed the world that Iran cannot be attacked without consequences #Gaza,0,pro_iran
1386,Am I the only one who thinks There's a reason oil just spiked 99%. Markets are pricing in WW3 right now #Diplomacy Praying for all civilians.,1,neutral
1387,Hard truth: Israel WARNS before striking. Iran fires 180 missiles at cities without warning. See the difference #Gaza Praying for all civilians.,2,pro_israel
1388,Israel WARNS before striking. Iran fires 1700 missiles at cities without warning. See the difference #NoMoreWar Thoughts?,0,pro_iran
1389,"THREAD: If this escalates further, oil prices will spike, global markets will crash. Not just missiles #ConflictZone Wake up world.",1,neutral
1390,"Real talk: Iran fired 100 drones at @ILDefense civilian areas. This is NOT a military operation, this is terrorism #IsraelUnderAttack",2,pro_israel
1391,Real talk: Ceasefire. Now. Both sides. No conditions. People are dying #GlobalPeace #IranIsraelWar Thoughts?,1,neutral
1392,Gaza has been under siege for 33000 days. Iran broke that silence #IsraelWarCrimes #IranPower This needs to be said.,0,pro_iran
1393,Iran attacking Israel directly is a massive escalation. The regime must face consequences #Israel #IsraeliLives 🧵,2,pro_israel
1394,Real talk: American taxpayers funding weapons for both sides indirectly. Wild #Civilians #MiddleEastCrisis,1,neutral
1395,My take: Why is Iran defending itself called terrorism but Israel bombing hospitals called defence? #Iran #ZionistRegime History will judge us.,0,pro_iran
1396,Real talk: The Muslim @Reuters world is waking up. Israel's days of impunity are over #Gaza #IsraeliAggression,0,pro_iran
1397,Reminder that This generation will grow up knowing nothing but war if adults don't figure this out #NeverAgain Retweet if you agree.,2,pro_israel
1398,"Honest question: If this escalates further, oil prices will spike, global markets will crash. Not just missiles #SaveCivilians Stay safe everyone.",1,neutral
1399,BREAKING: Israeli hospitals treating patients in underground bunkers rn. Because of Iran #NoMoreWar,2,pro_israel
1400,"Regardless of who started it, 33000 civilians caught in the crossfire deserve protection #ZionistRegime The world is watching.",1,neutral
1401,Iran only has 350 nuclear sites. Israel has hundreds of nukes and NEVER signed the NPT. Think about that #Gaza #FreePalestine,0,pro_iran
1402,Woke up to see Western media calling Iran the aggressor while ignoring 8 months of Gaza genocide #GenocideInGaza #Resistance Retweet if you agree.,0,pro_iran
1403,Hot take: Every Twitter expert @ICRC has suddenly become a Middle East foreign policy analyst tonight #UNSecurity Drop your thoughts below.,1,neutral
1404,For the record: American taxpayers funding weapons for both sides indirectly. Wild #HumanitarianCrisis #HumanRights Drop your thoughts below.,1,neutral
1405,Hard truth: The arms dealers are the only winners in every war. Always follow the money #Civilians 🧵,1,neutral
1406,33000 Palestinians killed in @Guardian Gaza. Where was the world then? But Iran responds and suddenly it's WW3 #IsraelWarCrimes #ZionistRegime,0,pro_iran
1407,The IRGC successfully penetrated Israeli airspace. The Iron Dome has weaknesses #OperationTruePromise #PalestineWillBeFree,0,pro_iran
1408,The IRGC showed the world that @amnesty Iran cannot be attacked without consequences #ZionistRegime,0,pro_iran
1409,The @BBCWorld IRGC showed the world that Iran cannot be attacked without consequences #IranPower History will judge us.,0,pro_iran
1410,BREAKING: The Islamic Republic has shown more restraint than any country that's suffered Israeli attacks #OperationTruePromise,0,pro_iran
1411,My take: American @CNN taxpayers funding weapons for both sides indirectly. Wild #UNSecurity #PeaceNotWar Am I wrong??,1,neutral
1412,Gaza has been under @CNN siege for 100 days. Iran broke that silence #Resistance #Tehran,0,pro_iran
1413,Just saw on the news: Why is Iran defending itself called terrorism but Israel bombing hospitals called defence? #AlAqsa #GenocideInGaza,0,pro_iran
1414,The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #Tehran,0,pro_iran
1415,Unpopular opinion: Praying for every civilian caught between governments they did not elect #WorldWar3 History will judge us.,1,neutral
1416,Hard truth: We have nuclear armed states posturing against each other. This is how WW3 actually starts #CeasefireNow This needs to be said.,1,neutral
1417,RT if you agree: Watching Iron Dome intercept missiles live on TV. The technology is insane. Praying for Israel #IsraelUnderAttack,2,pro_israel
1418,Am I the only one who thinks Khamenei: we will not @ICRC start wars but we will FINISH them. Remember that Israel #IslamicRepublic #Iran The world is watching.,1,neutral
1419,International law gives @IRGC_Official occupied peoples the right to resist. Full stop #DeathToIsrael #Gaza,0,pro_iran
1420,The only solution is a negotiated two-state framework. Everything else is just violence #MiddleEastCrisis #HumanRights Am I wrong??,1,neutral
1421,Children in Gaza don't care about geopolitics. They just want to sleep without bombs #CeasefireNow #MiddleEastCrisis The world is watching.,1,neutral
1422,THREAD: Iron Dome just saved thousands of Israeli lives tonight. Hat tip to the engineers and pilots #IsraeliLives,2,pro_israel
1423,RT if you agree: Israel is the only democracy in the Middle East and they're being attacked by a theocratic regime #IranIsMissileing #IronDome Praying for all civilians.,2,pro_israel
1424,Reminder that 300 million people in the region now live under the threat of escalation. Unacceptable #SaveCivilians #BreakingNews,1,neutral
1425,Nobody is talking about how The people of Israel do not want to die either. Government decisions have human costs #WorldWar3,1,neutral
1426,This is insane. Waiting to see if Iran retaliates to @Reuters the retaliation of the retaliation. Absurd loop #Iran #MiddleEastCrisis Praying for all civilians.,1,neutral
1427,My take: Every single @IDF country that cheers for Iran cheering on a terrorist state. Wake up #IsraelDefends #IronDome Stay safe everyone.,2,pro_israel
1428,Hot take: 33000 million people in the region now live under the threat of escalation. Unacceptable #ConflictZone #Diplomacy History will judge us.,1,neutral
1429,RT if you agree: Khamenei: we will not start wars but we will FINISH them. Remember that Israel #ZionistRegime #IranPower 🧵,0,pro_iran
1430,Honest question: Death to apartheid. Death to colonialism. The resistance will not stop #IranPower #BombedGaza Thoughts?,1,neutral
1431,"The humanitarian corridor must be opened. Food, water, medicine first. Politics later #RefugeeCrisis #GlobalPeace",1,neutral
1432,Reminder that Waiting to see if Iran retaliates to the retaliation of the retaliation. Absurd loop #IranAttack #RefugeeCrisis The world is watching.,1,neutral
1433,"Woke up to see If this escalates further, oil prices will spike, global markets will crash. Not just missiles #InnocentLives",1,neutral
1434,Reminder that 72 missiles fired at a country of 9 million people. This is an existential threat #IDF Wake up world.,2,pro_israel
1435,Can't sleep because Bibi is right. You don't negotiate with a regime that calls for your destruction #Civilians Retweet if you agree.,2,pro_israel
1436,Am I the only one who thinks Both Iran and Israel have legitimate security concerns. Dialogue is the only path #BreakingNews The world is watching.,1,neutral
1437,Free Palestine means holding Israel accountable. Iran understands that #BombedGaza Praying for all civilians.,0,pro_iran
1438,Unpopular opinion: Ceasefire. Now. @Reuters Both sides. No conditions. People are dying #IranIsraelWar #InnocentLives,1,neutral
1439,Am I the only one who thinks Khamenei thinks he can threaten Israel forever with no cost. Tonight Israel sent a different message #PeaceNotWar Am I wrong??,2,pro_israel
1440,Hard truth: Iran's strike was a direct response to the bombing of its consulate in Damascus. Self-defense #IsraeliAggression Stay safe everyone.,0,pro_iran
1441,This is insane. This generation @CNN will grow up knowing nothing but war if adults don't figure this out #WarCrimes The world is watching.,1,neutral
1442,My take: Israel assassinated an Iranian general and acted shocked when Iran retaliated. Cause and effect #DeathToIsrael #OperationTruePromise RT this.,2,pro_israel
1443,Imagine being in Tel Aviv running to a shelter at midnight. No civilian deserves this #ConflictZone Drop your thoughts below.,1,neutral
1444,Am I the only one who thinks October 7 was the deadliest day @ICRC for Jews since the Holocaust. And now Iran openly attacks. Enough #Gaza #Mossad This needs to be said.,2,pro_israel
1445,Israel is the only democracy in the Middle East and they're being attacked by a theocratic regime #NeverAgain #IronDome,2,pro_israel
1446,Unpopular opinion: We have nuclear armed states posturing against each other. This is how WW3 actually starts #PalestineWillBeFree,0,pro_iran
1447,Waiting to see if Iran retaliates to the retaliation of the retaliation. Absurd loop #BreakingNews #HumanitarianCrisis,1,neutral
1448,"If this escalates further, oil prices will spike, global markets will crash. Not just missiles #Diplomacy Praying for all civilians.",1,neutral
1449,Unpopular opinion: Palestine has been occupied for 75 years. Iran is the only country doing something about it #Palestine #Iran,0,pro_iran
1450,Unpopular opinion: Iran's missiles were a message. Next @IRGC_Official time there will be no warning #Palestine Retweet if you agree.,0,pro_iran
1451,Hot take: Every single country that cheers for Iran cheering on a terrorist state. Wake up #Jerusalem #IranIsMissileing,2,pro_israel
1452,Air raid @IsraeliPM sirens in Tel Aviv again tonight. Israelis running to shelters at 2am. This is terror #IranAttack #IsraelWins,2,pro_israel
1453,For the record: The IDF intercepted 95% of Iranian ballistic missiles. Iron Dome is a miracle of engineering #NoMoreWar,2,pro_israel
1454,RT if you agree: The Zionist project is built on stolen land. Resistance is legitimate #IRGC Praying for all civilians.,0,pro_iran
1455,Unpopular opinion: I just want this to stop. I don't care who wins the argument. I care who survives #PeaceNotWar #HumanRights,1,neutral
1456,Iran attacking Israel @IsraeliPM directly is a massive escalation. The regime must face consequences #CeasefireNow #Gaza Drop your thoughts below.,2,pro_israel
1457,Reminder that IDF response to @EliezerCohen Iran was PRECISE and PROPORTIONAL. That's what defense looks like #UNSecurity,2,pro_israel
1458,IDF response to @UN Iran was PRECISE and PROPORTIONAL. That's what defense looks like #MiddleEast Am I wrong??,2,pro_israel
1459,"THREAD: Iran's proxies — Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #StandWithIsrael #IranIsMissileing",2,pro_israel
1460,Hard truth: There's a reason oil just spiked 85%. Markets are pricing in WW3 right now #BombedGaza Praying for all civilians.,1,neutral
1461,Watching Iron Dome intercept missiles @MSF live on TV. The technology is insane. Praying for Israel #IDF,2,pro_israel
1462,"Honest question: Iran's proxies — Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #Gaza #Mossad Praying for all civilians.",2,pro_israel
1463,Why @MSF is Iran defending itself called terrorism but Israel bombing hospitals called defence? #Tehran #AlAqsa Drop your thoughts below.,0,pro_iran
1464,Hot take: The Zionist regime killed Iranian diplomats on Syrian soil first. Iran had every right to respond #IranPower Share before it gets deleted.,0,pro_iran
1465,Hot take: Iran launched 56 missiles at Israel tonight and the world is silent. Absolutely unacceptable #ConflictZone #IsraelDefends 🧵,2,pro_israel
1466,For the record: Iran's nuclear program is the REAL threat to world peace. Not Israel #TelAviv,2,pro_israel
1467,9 journalists have been killed covering this conflict. That alone should terrify you #ConflictZone #RefugeeCrisis Stay safe everyone.,2,pro_israel
1468,BREAKING: Israel is @MSF the only democracy in the Middle East and they're being attacked by a theocratic regime #Zionism #IsraelDefends,2,pro_israel
1469,"THREAD: If Israel can bomb Syria, Lebanon, Gaza simultaneously, Iran can defend itself #BombedGaza Praying for all civilians.",0,pro_iran
1470,Iran's supreme leader is a war criminal. The IRGC is a terrorist organisation #Gaza #IsraelWins,2,pro_israel
1471,"RT if you agree: @Iran_News_Today The resistance front is united: Iran, Hezbollah, Hamas, Houthis. Israel is surrounded #Tehran RT this.",2,pro_israel
1472,"Iran's proxies — Hamas, Hezbollah, Houthis — all funded by Tehran. Connect the dots people #StandWithIsrael #IsraelDefends",2,pro_israel
1473,"For the record: Regardless of who started it, 30000 civilians caught in the crossfire deserve protection #ConflictZone 🧵",1,neutral
